"","x"
"10610",12695.7126712408
"10611",12323.8900198951
"10612",17822.9851153522
"10613",12991.2432486925
"10614",15846.6622751628
"10615",16035.5172875648
"10616",18311.0675728569
"10617",11123.4351326747
"10618",12234.2345388867
"10619",13903.7991711846
"10620",15892.3621935195
"10621",16614.073081517
"10622",12371.2546765532
"10623",17326.7628315747
"10624",13136.1628245872
"10625",12551.849095129
"10626",12866.081286826
"10627",16833.8982544168
"10628",14463.3572413081
"10629",15782.8998254457
"10630",17834.0715555423
"10631",11577.5825204915
"10632",18665.2224025643
"10633",14738.7777595485
"10634",13338.196684193
"10635",17602.8602448802
"10636",17860.1251378055
"10637",15629.2132777563
"10638",14275.7592120266
"10639",13443.0500553867
"10640",16334.1630719882
"10641",17084.2814588646
"10642",20237.406340248
"10643",12588.0643110613
"10644",17538.3196749781
"10645",18375.8394431137
"10646",13271.739899794
"10647",15994.8196004997
"10648",12046.5995090594
"10649",11721.9707548943
"10650",6374.58176456164
"10651",16499.4705394236
"10652",10947.2145480098
"10653",17219.631278677
"10654",17701.2902181756
"10655",14361.6145637251
"10656",16515.8494680426
"10657",19336.0560325081
"10658",11687.108278577
"10659",14645.9822452768
"10660",16162.2879032855
"10661",12405.5135692303
"10662",12303.2066125613
"10663",16832.6152019517
"10664",14828.9181502885
"10665",18325.3515146989
"10666",16392.3075317879
"10667",11354.9501609529
"10668",16157.6722436331
"10669",14183.5282924791
"10670",12844.1091466959
"10671",14494.8375547265
"10672",18113.206937935
"10673",14982.3563194283
"10674",9935.31063338044
"10675",13059.5330598943
"10676",17175.6326235789
"10677",13209.0455755462
"10678",12722.7032982697
"10679",15305.4715469671
"10680",17173.1740669281
"10681",15641.7220607927
"10682",15066.441813774
"10683",11419.8444107859
"10684",16648.3152413856
"10685",15946.9812387469
"10686",14527.8790226995
"10687",15411.342227563
"10688",13136.3782892738
"10689",19107.1046570938
"10690",12720.5298655675
"10691",16533.8892705626
"10692",15801.8986098083
"10693",18863.2984902807
"10694",16370.5688027801
"10695",20437.432013663
"10696",17644.3818494408
"10697",14752.8206079991
"10698",13819.6923236277
"10699",11155.65312334
"10700",11980.5354900049
"10701",17949.7650148826
"10702",16500.8477446495
"10703",15565.5554002228
"10704",16594.8972740067
"10705",14399.8156807896
"10706",14212.2524676509
"10707",10306.3979110733
"10708",15338.3659585673
"10709",12260.1428259201
"10710",12692.8770137944
"10711",12628.3608483966
"10712",12550.1759213523
"10713",10154.0459483901
"10714",13959.7891645737
"10715",13272.7297531442
"10716",15593.5856422107
"10717",14391.2015512176
"10718",15872.5601165398
"10719",15454.6439437824
"10720",18343.1897503751
"10721",11542.5675877203
"10722",14714.5118026458
"10723",17042.4812336481
"10724",21677.0875245157
"10725",16824.75741488
"10726",18541.7246327956
"10727",16245.9758302165
"10728",9433.32833204394
"10729",18722.8641056508
"10730",12506.2524952021
"10731",11776.0776476795
"10732",17200.3634267993
"10733",13027.2895751822
"10734",12790.9370669752
"10735",11383.599004856
"10736",18219.9866116288
"10737",16481.147314326
"10738",11491.7487835894
"10739",15729.9383787623
"10740",17562.9016680922
"10741",11884.3452585872
"10742",15466.5349601855
"10743",15855.3121305994
"10744",11799.0165609329
"10745",21562.9782256343
"10746",13361.1473055125
"10747",14667.1585635509
"10748",14231.1267626851
"10749",15275.6931037697
"10750",16520.4636271633
"10751",13206.4887932966
"10752",14560.06790483
"10753",12974.9077665675
"10754",15979.2070369195
"10755",18893.9030550761
"10756",17438.6538541963
"10757",11138.4343758918
"10758",14537.422224081
"10759",11602.6703245274
"10760",9262.96115767801
"10761",10606.1022912912
"10762",10483.2772088671
"10763",17373.4543134661
"10764",15939.5176953026
"10765",14030.5206339319
"10766",17115.8703308523
"10767",15895.7718194926
"10768",20142.6829778098
"10769",16840.8353506699
"10770",17784.7267474199
"10771",13251.7094794863
"10772",15656.8718280513
"10773",13555.5959702783
"10774",17170.7156750598
"10775",15122.8942078483
"10776",11837.5422869126
"10777",15971.8640058829
"10778",15014.8444979868
"10779",13258.801720091
"10780",14823.8766546348
"10781",13627.5211295634
"10782",14341.2463133074
"10783",17640.682605847
"10784",16968.684956241
"10785",14137.572020846
"10786",14135.0599878246
"10787",18995.6406523124
"10788",14182.8698611283
"10789",14594.0720085317
"10790",14981.6927465379
"10791",18580.1008527503
"10792",14487.2275386917
"10793",23501.2631659064
"10794",13142.9611709745
"10795",11926.1091241572
"10796",17143.7953957207
"10797",14973.3531387943
"10798",11957.9424012282
"10799",12230.6202893579
"10800",13714.8472564239
"10801",16760.6620565956
"10802",15966.1757840854
"10803",17669.4504998024
"10804",13997.2453409303
"10805",14229.9572615481
"10806",11058.3003175745
"10807",11586.3517397896
"10808",15485.5012088886
"10809",15499.4157594636
"10810",14070.6896279695
"10811",13918.3162773639
"10812",14477.728118525
"10813",8909.71795211278
"10814",17968.5509109131
"10815",12960.9993671736
"10816",8987.68582702569
"10817",10495.5471079845
"10818",10029.7278380927
"10819",14739.9129086994
"10820",15031.0479796762
"10821",16901.8170753548
"10822",17690.3392277202
"10823",15742.6021676506
"10824",14317.7300213417
"10825",21850.0453537916
"10826",21619.2702171877
"10827",15584.966717731
"10828",12930.2176528779
"10829",11173.3864967701
"10830",13013.2341731965
"10831",14988.949613926
"10832",12307.0093007212
"10833",14317.8912662678
"10834",16277.9023471769
"10835",15398.4390224711
"10836",10869.9519162231
"10837",8957.61771668903
"10838",17221.414727769
"10839",13968.3589349317
"10840",17593.1539368922
"10841",15103.4965313055
"10842",13511.8556960876
"10843",9449.16695481777
"10844",15774.8175356751
"10845",20172.5973944034
"10846",14060.1773021021
"10847",7068.53005706544
"10848",15696.0398923998
"10849",16149.8002876652
"10850",16304.3572163562
"10851",15263.8007750304
"10852",16530.8051402349
"10853",17596.0122392412
"10854",12338.0709557668
"10855",14265.7014043847
"10856",16489.0954350358
"10857",15031.460214742
"10858",15318.745863165
"10859",13437.8022148701
"10860",15002.2240126651
"10861",7276.72746017423
"10862",18457.0872896895
"10863",21412.7939822011
"10864",14740.096033406
"10865",18306.5099545926
"10866",16475.0821645567
"10867",15368.9921327819
"10868",14106.4423645258
"10869",15135.4500799619
"10870",16332.8318588063
"10871",10110.0276263044
"10872",14296.9492843457
"10873",17500.0877950868
"10874",13794.2130366051
"10875",10984.6610062676
"10876",8851.41333187839
"10877",12622.6749678347
"10878",15126.2905595637
"10879",10809.6354674819
"10880",14216.4654072429
"10881",14383.1311034413
"10882",15224.9629436947
"10883",14228.0137547595
"10884",15956.9144548834
"10885",12851.0075079798
"10886",14069.3813104113
"10887",13884.5718846467
"10888",13182.3412629537
"10889",13561.7439535113
"10890",16233.6344974963
"10891",15234.6227200732
"10892",9406.05864823497
"10893",17648.4651748325
"10894",13545.1783230611
"10895",14900.1396336435
"10896",18016.8789007808
"10897",14878.618651934
"10898",14263.7723119821
"10899",14997.431270562
"10900",13833.8627116386
"10901",18809.8536751686
"10902",12155.8786595823
"10903",18870.0369391929
"10904",14843.5306764944
"10905",16003.2094172688
"10906",20446.0521932575
"10907",11259.8849926903
"10908",12158.4579760073
"10909",16703.3231464872
"10910",17353.9119760351
"10911",14443.6156794964
"10912",19657.6150415634
"10913",13790.892936304
"10914",15234.079860616
"10915",18154.1078685055
"10916",16233.6821231162
"10917",15948.6651112869
"10918",22805.7972385376
"10919",18241.0753217238
"10920",17223.1619854328
"10921",15937.9786409756
"10922",18027.0316989405
"10923",11055.6790032601
"10924",16889.9506253282
"10925",15649.5683588322
"10926",16520.0691670613
"10927",13726.0886206767
"10928",15225.9185420222
"10929",14749.3235600622
"10930",14496.3772372073
"10931",8357.24022749844
"10932",16980.2190790208
"10933",17298.5556859395
"10934",15341.1386607787
"10935",22017.3000781269
"10936",23012.9184932821
"10937",14910.7874687125
"10938",16851.5541323977
"10939",18488.5259103319
"10940",17082.3012652114
"10941",13679.8007944344
"10942",13916.0673142286
"10943",16241.7959583622
"10944",14945.0053760438
"10945",12029.7962656466
"10946",15201.8926918696
"10947",16508.332112596
"10948",16238.2493052148
"10949",11688.2788982717
"10950",17816.4418700795
"10951",15522.8665489756
"10952",16917.2043241052
"10953",12876.0427687373
"10954",10638.8093566987
"10955",18542.1357304215
"10956",13080.8039358241
"10957",12820.5885575854
"10958",13751.5778530332
"10959",15468.3681858691
"10960",19489.4528619037
"10961",15205.6828851553
"10962",11560.3576377392
"10963",13755.5315760035
"10964",20510.0761289721
"10965",16653.5985603407
"10966",9394.65983050227
"10967",17115.9954303065
"10968",17117.3967840536
"10969",16305.4034519463
"10970",9899.5294525454
"10971",17029.5156985467
"10972",10954.2035023272
"10973",10824.8001270589
"10974",13465.2391269266
"10975",10333.2330602825
"10976",14452.1303194959
"10977",18654.3974832789
"10978",15580.8494614317
"10979",17661.3680942418
"10980",13263.8959475959
"10981",16767.6750658892
"10982",14402.9573358438
"10983",14459.671378405
"10984",12676.6598305564
"10985",14200.9713111452
"10986",13329.7175596985
"10987",14136.6689301075
"10988",12596.8090494775
"10989",25875.9748691342
"10990",15247.9072613254
"10991",13634.893406081
"10992",16670.6823197719
"10993",13618.9952590504
"10994",14951.6210363105
"10995",11776.0411927353
"10996",17816.6964836231
"10997",16889.8807278634
"10998",14422.1008641879
"10999",19339.0868583661
"11000",15344.8275133589
"11001",9396.59745685443
"11002",11043.2738883858
"11003",13497.017825927
"11004",17902.5653318151
"11005",13293.000287269
"11006",14338.8727022372
"11007",13354.11572745
"11008",11901.9338571433
"11009",16444.1196609133
"11010",13450.4913664535
"11011",18683.4736385818
"11012",15016.9218927897
"11013",16164.194455306
"11014",11257.2152820265
"11015",15436.0890887436
"11016",16686.2065733366
"11017",14862.2815763964
"11018",17532.3071941662
"11019",13178.5068903523
"11020",7221.80652289162
"11021",12989.9539622182
"11022",16420.6778286863
"11023",16075.6816710851
"11024",15083.0811874198
"11025",14418.7966500029
"11026",17740.0757869587
"11027",15205.5089981302
"11028",13431.4677030636
"11029",12444.8488065496
"11030",13349.1246482764
"11031",12092.754477526
"11032",9242.78852228768
"11033",10043.1491428909
"11034",21128.157164466
"11035",18824.5218275886
"11036",12453.9948744858
"11037",19861.918619142
"11038",13417.655204019
"11039",19502.7622244917
"11040",17904.466736086
"11041",16918.5345502747
"11042",14785.1829291352
"11043",11501.9804701724
"11044",14163.1656952078
"11045",16013.5637468539
"11046",13197.2089028853
"11047",18918.3630467869
"11048",15192.6495446348
"11049",14421.7297801861
"11050",17992.6041305057
"11051",16740.1174009046
"11052",11593.8403157092
"11053",10774.165787807
"11054",16188.3070261782
"11055",12922.4701793021
"11056",13358.494960739
"11057",13671.894823664
"11058",12951.863835309
"11059",16771.4287419506
"11060",14753.0488261891
"11061",20411.3069527699
"11062",13150.3269448393
"11063",13256.7236639242
"11064",15790.6035636591
"11065",11900.7073824876
"11066",15605.0084689508
"11067",15860.7045820217
"11068",13609.1164612051
"11069",11491.3677335735
"11070",15350.9783118219
"11071",15203.6158395129
"11072",19146.7172680681
"11073",15966.3063382008
"11074",15698.6233135562
"11075",19004.260484695
"11076",17270.2237652298
"11077",13186.5192736153
"11078",20050.4854222384
"11079",15877.5523220872
"11080",16765.1482119218
"11081",17600.3673994532
"11082",14150.9053142638
"11083",17134.0920195795
"11084",19522.6633121335
"11085",16120.4483867829
"11086",23563.9039420575
"11087",13719.1117635967
"11088",15562.2295112501
"11089",11477.3463790945
"11090",14189.3956022295
"11091",12584.3067572987
"11092",14267.2145353626
"11093",13248.3867952026
"11094",12497.493265064
"11095",17435.70009595
"11096",19927.9503166696
"11097",14960.0140897981
"11098",16761.9257075123
"11099",19476.212626018
"11100",18853.6147552981
"11101",13777.0563790058
"11102",18461.5022652633
"11103",9377.92919090539
"11104",12130.7242893261
"11105",12185.2835838778
"11106",12593.1152926698
"11107",13708.889289356
"11108",19075.9608836108
"11109",14366.0963231669
"11110",16216.5998343074
"11111",17829.4247687614
"11112",15148.033000414
"11113",11891.0633855256
"11114",15042.336204653
"11115",18752.8760023805
"11116",17655.0758074261
"11117",14984.559479391
"11118",15031.9066399168
"11119",14365.4179698121
"11120",19851.3278670961
"11121",8601.18035490512
"11122",12224.9500548768
"11123",21594.5877963029
"11124",20430.9096655014
"11125",16694.8585401381
"11126",18292.893420671
"11127",9781.26760534181
"11128",15150.8045094127
"11129",19908.2977423169
"11130",17005.0472570998
"11131",13959.9918215174
"11132",14238.3064646285
"11133",9399.50420679764
"11134",13209.1300633382
"11135",18955.7590337106
"11136",13708.1513845598
"11137",16203.2732085658
"11138",15648.4785284996
"11139",17186.0037102888
"11140",20828.8240911047
"11141",20146.8461985221
"11142",21283.5260434215
"11143",16446.1437272039
"11144",14978.1862298644
"11145",14149.0530357402
"11146",13176.6532570823
"11147",19865.5144524641
"11148",13073.2070646612
"11149",16640.6291272206
"11150",11861.3272053945
"11151",12410.9845696634
"11152",17262.067966153
"11153",12934.1222631458
"11154",13542.2814692088
"11155",16190.2705718155
"11156",15573.3074543457
"11157",17225.1533848232
"11158",10587.8497280716
"11159",15439.3758480369
"11160",20311.6569554359
"11161",15538.8013773233
"11162",9815.31644816907
"11163",19852.5394183885
"11164",14159.412604448
"11165",12071.2573907963
"11166",16930.5516317313
"11167",13206.946524783
"11168",21610.8170430413
"11169",15470.3360105307
"11170",17816.5641004801
"11171",22510.5656827594
"11172",19252.2988398531
"11173",15401.7019792861
"11174",10058.3081050576
"11175",13886.1403325116
"11176",13420.4311679257
"11177",16676.3622308222
"11178",17604.2642276529
"11179",10036.507426736
"11180",17541.8594227456
"11181",20462.254704205
"11182",16744.888765393
"11183",18037.8068505563
"11184",14474.6175001751
"11185",15014.2370104753
"11186",20820.4277996536
"11187",14375.7799902999
"11188",16294.9133990167
"11189",16172.7225384487
"11190",18860.1431405088
"11191",16474.5736543634
"11192",15587.7064512033
"11193",18062.3027519419
"11194",16524.9637071465
"11195",13495.5640177419
"11196",18145.9634168373
"11197",11941.3059632294
"11198",13190.3235346606
"11199",17727.5155381467
"11200",15773.1306438188
"11201",18428.543013424
"11202",7653.78677891384
"11203",12832.780236362
"11204",16610.0543425626
"11205",11114.1913095367
"11206",16460.8647206235
"11207",12695.7736958882
"11208",13514.68589824
"11209",11300.9259477536
"11210",19853.6187473568
"11211",10902.2095642207
"11212",16357.3196074424
"11213",11444.1177632764
"11214",11978.2234701491
"11215",16752.8629603366
"11216",16962.9379566801
"11217",14203.1095311386
"11218",12386.5100196887
"11219",17383.4846030443
"11220",15161.4447268478
"11221",9203.86114836633
"11222",11837.914147149
"11223",15153.7207792153
"11224",9714.14377844084
"11225",12560.7383536573
"11226",17264.0833385033
"11227",10359.8603429003
"11228",13912.4102060142
"11229",22313.6305431278
"11230",12909.1197462252
"11231",18589.0709902412
"11232",16460.2290142007
"11233",16054.7017271622
"11234",14966.2588492153
"11235",12549.6976864828
"11236",15745.166139775
"11237",19326.6382384766
"11238",18032.4550652473
"11239",14022.8019290163
"11240",14075.1880403424
"11241",16936.6229823658
"11242",11924.0969332431
"11243",23069.5453722517
"11244",17297.7018480465
"11245",12395.4254647797
"11246",14189.6412233919
"11247",13536.7932673058
"11248",18460.2118578358
"11249",18973.7618522745
"11250",14071.5609512432
"11251",17796.7866215838
"11252",22224.124569167
"11253",15374.7438636599
"11254",19107.7032350013
"11255",19147.3832467042
"11256",13831.2020014659
"11257",17954.6846678012
"11258",12274.2389150312
"11259",12577.1170496834
"11260",15722.349938986
"11261",15894.8579257583
"11262",10783.8503273885
"11263",19341.5494624902
"11264",11571.0087814239
"11265",8818.80509695169
"11266",18555.2835382108
"11267",17363.4922757474
"11268",18297.0498909285
"11269",17056.6263896575
"11270",11756.8836626351
"11271",15585.8846021927
"11272",12260.5409972552
"11273",14243.1573466581
"11274",10737.9030525011
"11275",17413.3835295395
"11276",15065.3075285994
"11277",18383.3984483087
"11278",14107.8746159236
"11279",12799.1113700188
"11280",19162.7730864277
"11281",14989.9887972433
"11282",10217.1859991147
"11283",11653.81083824
"11284",12288.4059010674
"11285",14650.3538880729
"11286",21132.0945992962
"11287",11300.9339020818
"11288",18697.9458814604
"11289",18834.0386528203
"11290",20462.11358745
"11291",13248.1767993088
"11292",13774.4072974962
"11293",10209.8253430937
"11294",16159.3372653986
"11295",15599.7121853634
"11296",13678.9360904026
"11297",14421.4345673714
"11298",20739.9269862059
"11299",14162.2457928057
"11300",16987.0002658793
"11301",20694.1990690169
"11302",15858.1287529773
"11303",16018.0967028204
"11304",13901.1511172788
"11305",13276.8196356162
"11306",12551.2891468848
"11307",13648.6569644796
"11308",15843.7026934944
"11309",17286.4386233864
"11310",6971.77165891832
"11311",17677.154176873
"11312",13315.4700906513
"11313",12638.7193952396
"11314",16777.0408100174
"11315",13300.7237571045
"11316",17141.5750348471
"11317",18804.6060987191
"11318",12040.0511849757
"11319",16432.2922871188
"11320",12403.557230701
"11321",19380.8985709777
"11322",12184.8304090067
"11323",12740.4112865783
"11324",17481.9485216329
"11325",20097.2007671501
"11326",11303.5934523264
"11327",11192.1956187633
"11328",10820.2357690167
"11329",10227.7119918542
"11330",17505.6859456265
"11331",18988.740936894
"11332",14008.6549964877
"11333",10272.4104950027
"11334",11668.1583093737
"11335",16206.8868055697
"11336",15139.6518882124
"11337",17001.2869378416
"11338",16437.2378401722
"11339",12157.0132126154
"11340",17839.3433673807
"11341",11010.2664671174
"11342",15014.2977790333
"11343",17626.608132432
"11344",16359.3162686344
"11345",11431.0757753579
"11346",15402.8448313294
"11347",11946.8814900985
"11348",10829.0306702985
"11349",16823.7305599035
"11350",13112.8528429298
"11351",16779.6441982019
"11352",13370.1744280459
"11353",12360.3265848
"11354",16397.4246158459
"11355",13019.722059671
"11356",19359.4327705234
"11357",15825.81785814
"11358",12999.4091091147
"11359",18144.9671434159
"11360",15985.4299970089
"11361",16608.5663509872
"11362",16756.4445620718
"11363",10338.2029353441
"11364",13084.9133168375
"11365",19242.0457182674
"11366",13979.31280687
"11367",17487.0266100234
"11368",9193.87161675475
"11369",11908.8685877053
"11370",10195.1183871108
"11371",18645.7755631729
"11372",14299.2973370354
"11373",16098.9578188572
"11374",12913.4472687183
"11375",16754.9065595771
"11376",12640.9221490927
"11377",12345.390832353
"11378",11352.0357427727
"11379",15756.0154692649
"11380",16568.1061441706
"11381",20406.1936173595
"11382",19843.5184025499
"11383",15041.9338503722
"11384",18823.1847290941
"11385",12716.6605866016
"11386",21394.709290913
"11387",12375.8124012152
"11388",9769.89699983345
"11389",14470.5186262451
"11390",7977.71850589809
"11391",15688.7793305315
"11392",12793.3101952747
"11393",9637.00078158325
"11394",11789.3494742028
"11395",13803.9419366002
"11396",18946.2380296252
"11397",17404.9270883792
"11398",15815.1327767347
"11399",13456.618275646
"11400",16976.863446828
"11401",16461.6413361981
"11402",15131.5600434328
"11403",15605.013214008
"11404",13119.7371625433
"11405",11283.5492292678
"11406",16871.0990146994
"11407",10287.6780200874
"11408",11540.1689145701
"11409",11442.0375077529
"11410",12321.8776079485
"11411",12241.5370870226
"11412",16415.6053830364
"11413",14354.5921719394
"11414",14606.9902200348
"11415",14045.4814023178
"11416",10742.1458443355
"11417",12651.2978344577
"11418",19665.0015921497
"11419",11005.764969533
"11420",20472.1046436865
"11421",10158.1448804023
"11422",18875.8198801615
"11423",14466.7423861874
"11424",16807.498447569
"11425",18136.5524752902
"11426",11147.4339102397
"11427",13187.3027507274
"11428",19464.6654080343
"11429",10953.3130079927
"11430",15987.7580277214
"11431",14666.3468795345
"11432",14721.9694182823
"11433",11298.4574974274
"11434",18664.0036917654
"11435",16824.795525965
"11436",19324.561052985
"11437",17201.0913068227
"11438",14828.0502222869
"11439",10650.1106189656
"11440",12951.5735899072
"11441",14535.2605119368
"11442",13049.3315484119
"11443",15645.2733295714
"11444",12092.8239535431
"11445",11957.4682393806
"11446",13018.0704352436
"11447",17520.7611748898
"11448",14555.1094902721
"11449",9329.58085823103
"11450",13366.3763572715
"11451",15028.4098452467
"11452",15991.3270553808
"11453",10649.3889729392
"11454",16645.648185402
"11455",16806.1921983107
"11456",14308.247949056
"11457",18967.5095320692
"11458",22130.492740756
"11459",15689.2673748834
"11460",15159.6209304302
"11461",13073.6500435275
"11462",16848.7279985767
"11463",14471.8513116529
"11464",15098.650878134
"11465",18798.9047416525
"11466",13829.6142779975
"11467",15778.0979794178
"11468",16803.9510229703
"11469",15128.6786785369
"11470",10153.7286263715
"11471",14065.8226643307
"11472",11096.5542632086
"11473",18077.1841923799
"11474",17538.5032304587
"11475",15658.4153383928
"11476",14384.2119151247
"11477",16193.9527798608
"11478",20895.3102441407
"11479",13290.4140700235
"11480",14754.7236594472
"11481",12767.6837498893
"11482",11313.5250321239
"11483",15869.5233952519
"11484",14233.8864359804
"11485",14397.1150626519
"11486",16870.4054327812
"11487",12922.5003501001
"11488",16560.2201477656
"11489",13369.8781014795
"11490",11724.3030077871
"11491",15376.2813322998
"11492",16631.8896978338
"11493",14913.3136370841
"11494",20739.826042792
"11495",13271.5496853007
"11496",23097.3668479205
"11497",18366.8648080108
"11498",14510.681886805
"11499",19756.3811570254
"11500",14608.3464234301
"11501",15847.867944312
"11502",13956.8129752689
"11503",18778.3318464665
"11504",11520.0029518878
"11505",14300.4086668452
"11506",24219.0620570934
"11507",15597.4974325426
"11508",17711.9795282342
"11509",16087.1462558023
"11510",17797.3402046901
"11511",13953.9441124302
"11512",16099.6563088191
"11513",9016.65490558956
"11514",11669.9890295534
"11515",21698.1121995479
"11516",13850.6396236823
"11517",14076.8681053322
"11518",11022.3018140242
"11519",15823.5768607481
"11520",17299.381814148
"11521",15036.2397679737
"11522",10464.7483987446
"11523",16752.5145766168
"11524",12122.3689282474
"11525",10784.7457678605
"11526",15476.2932408768
"11527",10790.9300622794
"11528",13007.6412231033
"11529",16875.5756596369
"11530",14937.5699179665
"11531",12134.3940327239
"11532",13725.2823837009
"11533",14796.3702754274
"11534",19500.710439336
"11535",10682.1939322132
"11536",14152.0312983484
"11537",15503.7666811126
"11538",19475.5874387454
"11539",12881.1458700467
"11540",17709.3362079507
"11541",18940.2038713673
"11542",11954.4149466588
"11543",12509.0700534634
"11544",8016.3837000038
"11545",14777.7572911505
"11546",16086.228819411
"11547",17209.5604282087
"11548",10441.5300279573
"11549",14505.1706006528
"11550",18396.883533706
"11551",17641.9062051181
"11552",18191.5185850745
"11553",14535.9667120047
"11554",15446.6483421531
"11555",12715.8287199032
"11556",16937.7979782784
"11557",13668.9120913668
"11558",9253.27123644076
"11559",12205.4899428247
"11560",15394.0427719743
"11561",11972.2255812559
"11562",13533.8183198151
"11563",15180.5733573895
"11564",9932.87361526408
"11565",18089.7919688986
"11566",17754.4122278627
"11567",12118.102321876
"11568",17959.2361285068
"11569",18335.7697347834
"11570",12625.367923568
"11571",8702.35892088281
"11572",13817.7037792282
"11573",12888.4194128455
"11574",16681.9898275785
"11575",13664.6756004948
"11576",20355.7377364159
"11577",10800.1840421084
"11578",19109.3872541293
"11579",17225.5498973621
"11580",16578.5744540004
"11581",15250.7038273256
"11582",13875.8834311022
"11583",18795.7423822291
"11584",10202.8561079971
"11585",15975.5954610649
"11586",13371.9501394883
"11587",14156.3821259661
"11588",17745.5277451945
"11589",17587.0678073664
"11590",16882.938719582
"11591",16879.3166611559
"11592",14806.9461761997
"11593",16162.595227072
"11594",17426.2293712777
"11595",15717.6479801692
"11596",15275.0916940883
"11597",15863.4107237365
"11598",15725.1056206665
"11599",15806.8587817115
"11600",18191.1041830077
"11601",18286.1690289847
"11602",14147.4729576699
"11603",11715.0099404392
"11604",12720.3611410694
"11605",12371.0676975528
"11606",13919.7005834172
"11607",15650.92778543
"11608",20124.4725898441
"11609",16657.0483434059
"11610",17040.8635664053
"11611",17271.4548313718
"11612",16081.5314834732
"11613",17508.7454412816
"11614",17312.7181621453
"11615",17174.6992393149
"11616",15172.8732222
"11617",13980.9854794097
"11618",17789.4736173201
"11619",18023.0030299171
"11620",13307.2090738225
"11621",13290.3923227816
"11622",22332.1069773736
"11623",19931.4131321918
"11624",14567.6258058931
"11625",16742.0411674246
"11626",10910.3156288283
"11627",12283.0906962262
"11628",15528.5496028636
"11629",19932.8320302926
"11630",19559.2852613531
"11631",11307.3111372738
"11632",14798.9136351649
"11633",13089.6998859347
"11634",10458.8685241321
"11635",13118.8082516879
"11636",14950.7326115483
"11637",15473.663208037
"11638",13399.865698626
"11639",14398.0237375596
"11640",15634.7574925129
"11641",14822.3749961907
"11642",16183.8895175933
"11643",14645.2543047251
"11644",15150.7504680639
"11645",11312.7737124142
"11646",13703.772529915
"11647",17684.6982882038
"11648",14621.4662368408
"11649",21976.5365874647
"11650",17132.0201766484
"11651",18430.6919000989
"11652",20528.4574594978
"11653",13856.4000949303
"11654",14508.9242520076
"11655",18312.9616586434
"11656",13379.327052734
"11657",14292.4399064103
"11658",16960.7684673116
"11659",15609.2096135645
"11660",17257.4595006361
"11661",18125.5785918222
"11662",13472.6928953394
"11663",15456.7701186623
"11664",11112.0695653961
"11665",12499.8049351674
"11666",14165.2614907958
"11667",15646.8978152687
"11668",17778.1399411058
"11669",15306.1878476347
"11670",15250.9496352506
"11671",11471.9515064371
"11672",15551.8912507836
"11673",15510.4599233535
"11674",18859.3074137446
"11675",12449.4718674296
"11676",14270.5105912503
"11677",14825.5719299034
"11678",17032.740326673
"11679",14027.336998743
"11680",13320.2347998772
"11681",20693.5147268071
"11682",17943.5131087602
"11683",17275.9104829596
"11684",12669.2030519889
"11685",22669.9260511386
"11686",16006.4769642438
"11687",13862.9805414057
"11688",18241.1776221488
"11689",18717.6215209386
"11690",16559.8588270023
"11691",14957.6828205775
"11692",17130.4180960278
"11693",15010.7261198388
"11694",18886.0364829072
"11695",15228.9401397174
"11696",19993.946052401
"11697",11763.1366788527
"11698",21245.3946626496
"11699",18467.4882312052
"11700",17132.2159280355
"11701",12437.4063573042
"11702",14637.5478809849
"11703",17894.9912804695
"11704",10203.2045148338
"11705",15148.2301518435
"11706",11469.679684367
"11707",13463.022713339
"11708",17937.5627849512
"11709",15550.3734683922
"11710",13270.676543816
"11711",15416.8943703769
"11712",13584.6578423602
"11713",14910.1851341769
"11714",10424.3130055556
"11715",14637.1272056503
"11716",9675.80810763376
"11717",9929.84727783846
"11718",13919.8522635584
"11719",15638.4028579029
"11720",14844.1957741834
"11721",19954.5358169917
"11722",14732.5967202287
"11723",13396.4268191341
"11724",16647.6521553148
"11725",12319.9432782199
"11726",13554.4956001903
"11727",17662.7072007162
"11728",12026.7784523241
"11729",18728.8422628579
"11730",11903.7181256013
"11731",18409.7989314336
"11732",12839.8288129289
"11733",17224.3233082675
"11734",13277.3185166731
"11735",11674.967480847
"11736",16143.8019781972
"11737",12974.3992672555
"11738",14293.4309383005
"11739",17100.5012452435
"11740",14559.9855930382
"11741",16890.7129279318
"11742",15994.24255551
"11743",12900.7744748124
"11744",15332.1368178273
"11745",17436.3650872997
"11746",15060.701828984
"11747",13385.658338173
"11748",12650.8960594148
"11749",16295.9149793451
"11750",10521.035609077
"11751",16423.3413241965
"11752",17988.650315922
"11753",20965.5727348504
"11754",11112.1219425615
"11755",21600.6838605694
"11756",14574.6606676815
"11757",15808.6756882698
"11758",16979.4977938842
"11759",11220.8652409687
"11760",16549.1436207541
"11761",19156.8914941727
"11762",14278.9768160808
"11763",15079.5078588357
"11764",13883.3191484645
"11765",13087.3196647569
"11766",13638.7168762851
"11767",18097.0933626939
"11768",17330.7568980505
"11769",17141.9426117964
"11770",16397.2395163952
"11771",11587.6678197903
"11772",12167.9867209024
"11773",12837.0943259996
"11774",12666.4001243526
"11775",14161.6372075191
"11776",12167.8646521243
"11777",13468.3722879397
"11778",11655.5053786081
"11779",10915.0208453977
"11780",13502.6158528585
"11781",15773.8298324549
"11782",13943.9768208693
"11783",10686.8672965222
"11784",13419.0296808556
"11785",19283.9395886212
